,author_id,created_at,edit_history_tweet_ids,id,public_metrics,text,impression_count,like_count,quote_count,reply_count,retweet_count,dia,mes,año
10,1128860148,2022-12-21 11:34:12+00:00,['1605527050898505729'],1605527050898505729,"{'impression_count': 149, 'like_count': 4, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}",edemempresarios thebridge_tech impartirán bootcamps tecnológicos enero formar competencias digitales empleabilidad demanda s///nzpaucndf,149,4,0,0,1,21,12,2022
11,570795448,2022-12-21 10:12:46+00:00,['1605506556123963392'],1605506556123963392,"{'impression_count': 329, 'like_count': 6, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 3}",#edempoweredbythebridge revolución formativa tecnología🤯 thebridge_tech #edem unimos formar profesiones cambiarán vidas especialízate #bootcamps intensivos tecnología 👩‍💻 inicio cambio 👉 s///uobttpxxao s///awjjmshhy,329,6,0,0,3,21,12,2022
12,1407291884901482496,2022-12-16 10:45:37+00:00,['1603702882209075200'],1603702882209075200,"{'impression_count': 26, 'like_count': 1, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",palabras agradecimiento anfitrión thebridge_tech cuyo consejero delegado iker arce ikerarceseco intervino sesión inaugural i congreso #ciberseguridad #pymes diciembre s///jtivsdsfa,26,1,0,0,0,16,12,2022
13,1530194743786881024,2022-12-13 18:53:22+00:00,['1602738464902250497'],1602738464902250497,"{'impression_count': 0, 'like_count': 2, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",libertariadora javieramaestre kilrau gabohbeaumont olya_borderless 🙏🏻 thebridge_tech,0,2,0,0,0,13,12,2022
14,1162694149956603904,2022-12-13 08:12:57+00:00,['1602577299689308162'],1602577299689308162,"{'impression_count': 0, 'like_count': 4, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 4}",#bbkbootcamps entrenamiento militar llevado ámbito tecnológico 🤔 campus manager #bilbao jorgegrev explica ▶ ¡acelera carrera digital bbk_eus thebridge_tech info 👉s///ondjeamv s///vizycdoejx,0,4,0,0,4,13,12,2022
15,108885393,2022-12-12 08:15:33+00:00,['1602215568127426562'],1602215568127426562,"{'impression_count': 0, 'like_count': 3, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",💡¡interesante entrevista director tecnología ramon lozano afrontar problemas #talento #digital empresas tecnológicas 🔽s///azhgefi #bezucchetti #innovación #tecnología bbk_eus thebridge_tech zucchettispa zucchettiworld,0,3,0,0,0,12,12,2022
16,1162694149956603904,2022-12-07 15:07:46+00:00,['1600507365006131204'],1600507365006131204,"{'impression_count': 0, 'like_count': 1, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}",#webdeveloper ⃣ semanas ven #bootcamp formacion_fuc thebridge_tech ¡un entrenamiento % práctico dominar stack mern conoce programa resuelve dudas👨‍💻 📅 dic ⏰ h ¡apúntate 👉s///tzlpjye s///uvmqsuyyq,0,1,0,0,1,7,12,2022
17,49219057,2022-12-06 18:40:34+00:00,['1600198528323575809'],1600198528323575809,"{'impression_count': 0, 'like_count': 1, 'quote_count': 1, 'reply_count': 1, 'retweet_count': 0}",«certificado graduación» #fullstackdeveloper thebridge_tech promovido funiversia financiado indracompany / minsaitbyindra ¡toca celebrar s///lhqrbltkgm,0,1,1,1,0,6,12,2022
18,702077405045899264,2022-12-06 10:00:16+00:00,['1600067592143740931'],1600067592143740931,"{'impression_count': 0, 'like_count': 3, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}",presentación #bbkbootcamps realizada colaboración thebridge_tech bat_tower charlamos ramón lozano zucchettispain principales problemas #talento #digital surgen empresas tecnológicas afrontarlos s///kuqrckcwq,0,3,0,0,1,6,12,2022
19,146406912,2022-12-05 18:21:51+00:00,['1599831430288359449'],1599831430288359449,"{'impression_count': 0, 'like_count': 1, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",guillerdorron rt bbk_eus presentación edición #bbkbootcamps realizada colaboración thebridge_tech torre bat_tower pudimos charlar guillerdorron zabala_ic potenciar #talento actual cuále… s///nebbbggcx,0,1,0,0,0,5,12,2022
20,702077405045899264,2022-12-05 14:00:20+00:00,['1599765621025169409'],1599765621025169409,"{'impression_count': 0, 'like_count': 7, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 2}",presentación edición #bbkbootcamps realizada colaboración thebridge_tech torre bat_tower pudimos charlar guillerdorron zabala_ic potenciar #talento actual perfiles tecnológicos demandados s///tijvjbcl,0,7,0,0,2,5,12,2022
21,1530194743786881024,2022-12-03 14:08:46+00:00,['1599042965573599233'],1599042965573599233,"{'impression_count': 0, 'like_count': 5, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 4}",agredecemos thebridge_tech acoger meetup 🔥 #biin ers comportarse 😁 thebridge_tech 👉s///bjzdxbdto👈 s///rpunevht,0,5,0,0,4,3,12,2022
22,108885393,2022-12-02 08:40:07+00:00,['1598597870797688833'],1598597870797688833,"{'impression_count': 0, 'like_count': 4, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}",💡 interesante intervención ramón lozano director #tecnologia zucchetti spain mesa redonda urgencia cerrar brecha digital euskadi celebrada ayer iniciativa bbk_eus thebridge_tech #bezucchetti zucchettispa zucchettiworld s///jehzazhjdw,0,4,0,0,1,2,12,2022
23,702077405045899264,2022-12-01 16:54:08+00:00,['1598359807005802497'],1598359807005802497,"{'impression_count': 0, 'like_count': 4, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",especial agradecimiento sarasola_nora directora obra social ikerarceseco ceo thebridge_tech oaldayturriaga responsable educación talento emprendimiento tomas iriondo director clustergaia guillerdorron zabala_ic ramon lozano zucchettispain,0,4,0,0,0,1,12,2022
24,702077405045899264,2022-12-01 16:01:03+00:00,['1598346448138956801'],1598346448138956801,"{'impression_count': 0, 'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",🔙 atzo oso jardunaldi interesgarria izan genuen bat_tower -ean thebridge_tech -rekin elkarlanean egindako bbk bootcamp-en edizio berria aurkezteko ekitaldian mila esker aurkezpenera etorri zineten guztioi 🤗 ℹ️➕ s///oqigkvis s///ahukujiky,0,0,0,0,0,1,12,2022
25,702077405045899264,2022-12-01 15:58:32+00:00,['1598345815583608832'],1598345815583608832,"{'impression_count': 0, 'like_count': 3, 'quote_count': 0, 'reply_count': 1, 'retweet_count': 2}",🔙 ayer vivimos jornada interesante evento presentación edición #bbkbootcamps realizada colaboración thebridge_tech bat_tower gracias personas acudisteis presentación 🤗 ➕ℹ️ s///tyjzlgvpw s///yhry,0,3,0,1,2,1,12,2022
26,2529499620,2022-12-01 13:17:27+00:00,['1598305274309316609'],1598305274309316609,"{'impression_count': 0, 'like_count': 3, 'quote_count': 1, 'reply_count': 0, 'retweet_count': 3}",quieres #bootcamp #desarrollowebfullstack thebridge_tech fundacionuc pierdas sesión informativa❗❗ 📅 diciembre ⏰h 📍 campus madrid-puerta toledo 💻 online 🎫entrada #gratuita ➡ s///qiirpb s///rqwzdjmch,0,3,1,0,3,1,12,2022
27,2402179123,2022-12-01 12:45:37+00:00,['1598297264078098432'],1598297264078098432,"{'impression_count': 0, 'like_count': 5, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 5}",presentación #bbkbootcamps by thebridge_tech bbk_kuna ➡️ ¡pásate conocernos s///wlrfgaezpv s///mpextrh,0,5,0,0,5,1,12,2022
28,1327588137346998273,2022-12-01 02:29:27+00:00,['1598142203272261632'],1598142203272261632,"{'impression_count': 0, 'like_count': 2, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 2}",thebridge_tech asocia inco academy impulsar inclusión promover empleabilidad sector tecnológico🔵 ✅mira nota completa s///tdjzxq 👉 👉suscríbete newsletter mensual s///rytqthbvp 👈👈 s///ersfqxsx,0,2,0,0,2,1,12,2022
29,146406912,2022-11-30 15:55:35+00:00,['1597982684487340040'],1597982684487340040,"{'impression_count': 0, 'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",guillerdorron rt bbk_eus 🤔 zer dira bbk eta thebridge_tech -en #bbkbootcamps -ak bootcamp metodologia ikastaroak dira full stack web garapenerako datuen zientziarako zibersegurtasunerako eta ux/ui produktuen diseinurako nora sarasolak hobeto… s///uwifxaahzp,0,0,0,0,0,30,11,2022
30,146406912,2022-11-30 15:55:34+00:00,['1597982680087465984'],1597982680087465984,"{'impression_count': 0, 'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",guillerdorron rt bbk_eus finaliza jornada presentación edición #bbkbootcamps 👏 eskerrik asko gurera gerturatu zareten guztioi construye carrera sector digital ⏩ s///wbqjsfv bbk 🤝 thebridge_tech s///teliiim,0,0,0,0,0,30,11,2022
31,146406912,2022-11-30 15:55:34+00:00,['1597982677675778048'],1597982677675778048,"{'impression_count': 0, 'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",guillerdorron rt bbk_eus #bbkbootcamps | 🗣 guillermo dorronso management advisory board zabala_ic ⤵️ bbk 🤝 thebridge_tech s///yeduzwtna,0,0,0,0,0,30,11,2022
32,1951117790,2022-11-30 12:39:00+00:00,['1597933210767433732'],1597933210767433732,"{'impression_count': 0, 'like_count': 9, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 5}",open day #bilbao #bootcam 🗓️ // ⏰ 📍 bbk_kuna 🗣️jorgegrev by thebridge_tech s///oxclzdvm bbknetwork 🏷️#bbkbootcamps #bizkaia #fullstack #data #ux #ciberseguridad,0,9,0,0,5,30,11,2022
33,702077405045899264,2022-11-30 09:45:27+00:00,['1597889537627283456'],1597889537627283456,"{'impression_count': 0, 'like_count': 5, 'quote_count': 3, 'reply_count': 0, 'retweet_count': 3}",#bbkbootcamps | 🗣 guillermo dorronso management advisory board zabala_ic ⤵️ bbk 🤝 thebridge_tech s///ablutidln,0,5,3,0,3,30,11,2022
34,702077405045899264,2022-11-30 09:45:04+00:00,['1597889440789282817'],1597889440789282817,"{'impression_count': 0, 'like_count': 5, 'quote_count': 1, 'reply_count': 0, 'retweet_count': 2}",finaliza jornada presentación edición #bbkbootcamps 👏 eskerrik asko gurera gerturatu zareten guztioi construye carrera sector digital ⏩ s///pqjwocmmpo bbk 🤝 thebridge_tech s///dfhwwn,0,5,1,0,2,30,11,2022
35,702077405045899264,2022-11-30 09:43:54+00:00,['1597889145497653249'],1597889145497653249,"{'impression_count': 0, 'like_count': 4, 'quote_count': 1, 'reply_count': 0, 'retweet_count': 2}",#bbkbootcamps | 🗣 ramón lozano director tecnología zucchettispain ⤵️ bbk 🤝 thebridge_tech s///hifetzi,0,4,1,0,2,30,11,2022
36,702077405045899264,2022-11-30 09:33:32+00:00,['1597886536896450562'],1597886536896450562,"{'impression_count': 0, 'like_count': 3, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}",🗣 tomás iriondo clustergaia -ko ceo #eteari lagundu behar diogu eta horretarako #talentua sortu behar dugu horrelako ekimenak hala nola #bbkbootcamp -ak idealak dira bbk 🤝 thebridge_tech s///aejsndqvhb,0,3,0,0,1,30,11,2022
37,702077405045899264,2022-11-30 09:32:30+00:00,['1597886276056776704'],1597886276056776704,"{'impression_count': 0, 'like_count': 4, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 3}",🗣 tomás iriondo ceo clustergaia ayudar #pyme necesitamos crear #talento sentido tipo iniciativas #bbkbootcamps ideales bbk 🤝 thebridge_tech s///cvrncgje,0,4,0,0,3,30,11,2022
38,702077405045899264,2022-11-30 09:09:45+00:00,['1597880551578419201'],1597880551578419201,"{'impression_count': 0, 'like_count': 4, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 2}",🤔 zer dira bbk eta thebridge_tech -en #bbkbootcamps -ak bootcamp metodologia ikastaroak dira full stack web garapenerako datuen zientziarako zibersegurtasunerako eta ux/ui produktuen diseinurako nora sarasolak hobeto kontatzen digu hemen ⤵️ s///kqrkyduwtk,0,4,0,0,2,30,11,2022
39,702077405045899264,2022-11-30 09:06:45+00:00,['1597879796121407488'],1597879796121407488,"{'impression_count': 0, 'like_count': 4, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 2}",🤔 #bbkbootcamps bbk thebridge_tech cursos metodología bootcamp desarrollo web full stack #datascience #ciberseguridad diseño producto ux/ui nora sarasola ⤵️ s///bhflsdraz,0,4,0,0,2,30,11,2022
40,702077405045899264,2022-11-30 08:53:19+00:00,['1597876414908432385'],1597876414908432385,"{'impression_count': 0, 'like_count': 3, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}",🗣 iker arcerekin thebridge_tech -eko ceo-a jarraitzen dugu oraingoan munduko gap skill-en eta postu digitalen testuinguru globalena aurkeztuko digu europan eta espainian batik bat #bbkbootcamps bat_tower s///jxyivkgg,0,3,0,0,1,30,11,2022
41,702077405045899264,2022-11-30 08:51:00+00:00,['1597875833699459072'],1597875833699459072,"{'impression_count': 0, 'like_count': 3, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 2}",🗣 continuamos iker arce ceo thebridge_tech presenta contexto global gap skills puestos digitales datos mundo #europa marco comparado #españa #bbkbootcamps bat_tower s///jmeahyb,0,3,0,0,2,30,11,2022
42,702077405045899264,2022-11-30 08:43:35+00:00,['1597873965812285440'],1597873965812285440,"{'impression_count': 0, 'like_count': 3, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}",🗣 nora sarasolak bbk-ko gizarte ekintzako zuzendariak hasiera eman jardunaldiari #euskadi -ra talentuaren erronka ekarriz industriarentzat gizarteratze digitalarentzat bbk 🤝 thebridge_tech #bbkbootcamps s///zqdjdow,0,3,0,0,1,30,11,2022
43,702077405045899264,2022-11-30 08:41:37+00:00,['1597873472679694336'],1597873472679694336,"{'impression_count': 0, 'like_count': 5, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}",🗣 nora sarasola directora obra social bbk comienzo jornada presentación #bbkbootcamps trayendo #euskadi reto talento industria inclusión social digital bbk 🤝 thebridge_tech s///oralvemq,0,5,0,0,1,30,11,2022
44,702077405045899264,2022-11-30 08:25:38+00:00,['1597869451222913027'],1597869451222913027,"{'impression_count': 0, 'like_count': 2, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",☕️🥐 jardunaldia enpresentzako gosariarekin hasi bat_tower -ean eraiki zure karrera sektore digitalean #bbkbootcamps -en edizio berri honekin bbk 🤝 thebridge_tech s///vilvbvxdul,0,2,0,0,0,30,11,2022
45,702077405045899264,2022-11-30 08:21:21+00:00,['1597868371663519744'],1597868371663519744,"{'impression_count': 0, 'like_count': 2, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 2}",☕️🥐 comienza jornada desayuno empresas construye carrera sector digital edición #bbkbootcamps bbk 🤝 thebridge_tech s///orynrfuki,0,2,0,0,2,30,11,2022
46,702077405045899264,2022-11-30 08:13:41+00:00,['1597866442841628672'],1597866442841628672,"{'impression_count': 0, 'like_count': 2, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}",🔛 aurkezpen eguna thebridge_tech eta #bbk -k indarrak batu ditugu #bbkbootcamps -en edizio berri honetan 💻 ikasi gaur etorkizuneko lanbideak s///jcqhmgz,0,2,0,0,1,30,11,2022
47,702077405045899264,2022-11-30 08:10:23+00:00,['1597865610167439362'],1597865610167439362,"{'impression_count': 0, 'like_count': 4, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 2}",🔛 presentación thebridge_tech #bbk unimos fuerzas presentaros edición #bbkbootcamps 💻 aprende profesiones futuro s///nyobnca,0,4,0,0,2,30,11,2022
48,378449449,2022-11-29 16:21:33+00:00,['1597626830764511232'],1597626830764511232,"{'impression_count': 0, 'like_count': 3, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 1}",jueves diciembre bbk_kuna #bilbao presentan bbk #bootcamps by thebridge_tech especialidades #fullstack #ciberseguridad #dataanalyst #ciberseguridad inscríbete evento networking 🍻s///hldfpavr,0,3,0,0,1,29,11,2022
49,2402179123,2022-11-29 16:18:50+00:00,['1597626145289428992'],1597626145289428992,"{'impression_count': 0, 'like_count': 1, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",jueves diciembre bbk_kuna #bilbao presentan bbk #bootcamps by thebridge_tech especialidades #fullstack #ciberseguridad #dataanalyst #ciberseguridad inscíbete evento networking 🍻 s///oymlpssx,0,1,0,0,0,29,11,2022
50,1162694149956603904,2022-11-29 10:49:52+00:00,['1597543359220183040'],1597543359220183040,"{'impression_count': 0, 'like_count': 3, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 3}",quieres #bootcamp #desarrollowebfullstack formacion_fuc thebridge_tech 🤗¡ven sesión informativa 📅 diciembre ⏰h 📍 campus puerta toledo online entradas 🎟 s///tzlpkuc ¡resolveremos dudas😉 s///vjvarhxbff,0,3,0,0,3,29,11,2022
51,137698811,2022-11-29 10:31:58+00:00,['1597538855539789825'],1597538855539789825,"{'impression_count': 0, 'like_count': 2, 'quote_count': 1, 'reply_count': 0, 'retweet_count': 1}",ismsforum cyber_madrid invitan i congreso #ciberseguridad #pymes 📅 diciembre presencial pº recoletos madrid sede thebridge_tech 🕤 h h inscríbete gratis código iconcibermad 👇👇👇 s///quskycufg s///fuucxzy,0,2,1,0,1,29,11,2022
52,2402179123,2022-11-29 07:18:02+00:00,['1597490049087520769'],1597490049087520769,"{'impression_count': 0, 'like_count': 5, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 5}",☕ miércoles nov bat_tower desayuno urgencia cerrar brecha #talento digital #euskadi ➡ s///igsslhtr 🍻 jueves dic bbk_kuna open day bbk #bootcamps by thebridge_tech ➡ s///zfkrfwmymm,0,5,0,0,5,29,11,2022
